pattern_id,pattern_type,description,severity,detection_count,last_seen,created_at,feature_vector
SIG-0091,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 91: detected in wire channel with medium confidence.,medium,4592,2026-01-02,2024-08-07,"[-0.1691, -0.5502, -0.5896, 0.1113, 2.1054, -0.2549, 0.1508, 0.1587, 0.0905, 0.0538, 0.0879, 0.3478, -0.0472, 1.5283, -1.057, 0.0385, 0.018, -0.69, 0.3988, 0.0266, -0.293, 1.601, 0.8732, -0.217, 0.0332, -1.2527, -0.2415, -0.4319, 1.3835, 1.5113, -1.7233, -0.5088, 0.2771, 1.0786, 1.1301, -0.3778, -1.1346, -0.2298, 0.5178, 2.0038, -0.0756, 0.9994, -0.069, -0.4854, 0.513, -0.7908, -0.2843, 1.1715, -0.6833, -0.8452, -0.0777, -1.0517, -0.451, -1.8674, -1.0783, -1.353, -0.1388, 0.2608, 0.7478, -0.3283, -1.4298, -2.494, 0.2183, -0.4986]"
SIG-0092,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 92: detected in international channel with high confidence.,medium,689,2026-02-03,2024-04-15,"[0.0916, -0.3161, 0.1695, -0.5554, 0.0506, 0.038, 0.5287, -1.4294, 0.7213, -0.6009, -0.0148, -0.6269, 1.0814, -0.0484, -0.6943, 0.8362, 0.4003, -0.4565, 1.847, 0.5105, 0.4419, 0.6392, -0.0913, -0.2682, -0.405, 0.1369, -1.1119, -1.4614, 2.335, -3.2117, 0.3919, -0.7478, -0.1497, 0.1771, -0.826, 0.4532, -0.1868, -0.3639, 0.7935, -1.0038, -0.416, 1.3482, 1.6316, -0.7565, 1.3334, 0.1265, 0.1461, -1.5396, 2.3224, -1.4712, -1.4081, -0.2197, 2.1177, -0.024, 0.6709, 0.1323, 0.0275, -0.3572, -0.1967, -1.0313, -0.3643, 0.4114, -1.1698, -0.4424]"
SIG-0093,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 93: detected in international channel with medium confidence.,medium,1640,2026-01-05,2024-11-15,"[0.5612, -0.2853, 0.9781, 0.5137, -1.2005, 0.4264, 0.3561, -1.5183, -0.3082, 0.1276, 2.2681, -0.5196, 2.2277, -0.7407, 1.0857, 0.7937, -0.305, -0.8586, -0.1015, -0.6708, 3.0381, -0.1084, 1.3453, -1.5676, -0.6148, 0.4932, 0.1236, 0.0656, 1.1468, -0.136, -2.0763, 0.8511, 1.2744, 0.4301, -0.8966, 0.0062, -1.4206, -0.4697, -1.1966, -0.1667, -0.0515, 0.9317, -1.021, -1.1344, 0.2789, -0.1292, -1.9408, -0.4786, 2.1039, -1.0846, -0.3943, 0.9911, 1.0661, 1.7827, -0.3457, -1.473, -0.0829, -0.7535, 0.6013, 0.4296, -0.451, -0.1389, 0.2484, -0.1559]"
SIG-0094,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 94: detected in p2p channel with medium confidence.,medium,647,2026-02-03,2024-08-29,"[0.3773, -0.1773, 0.447, 0.0015, 0.0713, 1.3681, 0.6324, 3.3028, -1.0339, -2.1621, 0.3466, -1.2151, 0.0803, -0.7681, 0.959, 0.5032, -0.7308, 0.7745, -1.1595, 1.1688, -0.2133, -1.6093, 1.1053, -1.61, 0.3514, -1.5834, 2.0742, -1.3846, 0.5658, 2.1677, 0.3302, 0.4508, 1.645, 2.4935, 0.3103, -0.5832, 0.9991, -0.2711, -0.7993, 0.4494, 2.2059, -0.5774, 2.3425, 0.483, 0.0918, -0.3268, -1.1312, -0.2363, -1.0443, 0.9829, 0.5754, 0.158, -0.8504, 1.3766, 1.5501, 0.3158, 2.3344, 0.6793, -1.5256, 2.4661, 1.8784, -0.4471, -2.1173, 0.0777]"
SIG-0095,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 95: detected in retail channel with medium confidence.,high,487,2025-12-24,2025-05-15,"[1.0041, -0.2354, 0.6753, -1.386, 0.1912, 0.8767, 0.6029, -0.7576, -1.0597, -2.7558, -0.0032, 0.7841, 2.0819, -1.0791, 0.3094, 3.4552, 1.527, 1.0513, -1.3222, -1.1431, -0.0658, 0.5725, 1.0179, 0.0245, -0.6629, -0.0641, -0.4054, -0.1378, -0.9132, -2.4957, 0.2766, -0.6862, 0.3241, 1.1108, 0.206, -0.6261, -1.2407, -1.9118, 0.0433, 0.2145, 0.633, 0.901, 0.7169, 1.0778, 0.9843, -0.0212, 0.5002, -0.2806, 0.7234, 0.284, -0.4372, -1.227, -1.1669, -0.7192, -0.7169, -1.1059, 2.3827, 0.4818, -0.4354, -1.7799, -0.7997, 0.3879, 1.6027, 0.3954]"
SIG-0096,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 96: detected in international channel with high confidence.,high,443,2026-02-13,2024-11-03,"[1.1055, -1.0997, 0.7912, 0.5682, -1.1491, 0.6377, 0.0278, -0.0991, 1.3579, -1.5267, -0.5282, -1.5644, 2.4767, -0.4055, -1.2252, 1.0379, -1.2424, 0.0519, 0.1565, -1.0342, -0.2954, 1.9889, 0.5371, -0.0641, 0.2292, 0.4736, -0.0493, -0.3079, -0.3201, 0.1563, -0.3256, -1.7467, -0.3292, -0.7376, 0.3957, 1.1786, 0.8303, -0.463, -0.531, -1.3014, -1.4873, -1.6513, -0.0699, -0.4178, 1.1691, -2.2018, 0.8245, -0.8657, 0.6932, -0.6634, -0.65, 1.8888, 0.635, 0.9807, -0.9419, 1.5677, 1.603, -0.7101, 0.6831, 0.8598, -0.6745, -0.7396, -0.8174, -0.0713]"
SIG-0097,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 97: detected in p2p channel with medium confidence.,critical,2175,2026-01-10,2025-02-13,"[0.9328, -1.0119, 0.3482, 0.7392, 0.806, -0.5307, -0.9097, -0.9117, -2.0459, 0.8539, 1.6693, -2.0573, 0.5725, 1.548, -0.4985, 1.7637, -0.3068, -0.1393, 0.2187, -1.7623, -0.7853, -1.9389, 0.7163, 1.249, 1.2745, 1.2351, -2.8565, -1.3552, -0.3394, 0.6504, 0.8071, 1.2707, -0.392, -0.7611, 0.9425, -0.9245, 1.1196, 1.6716, 0.8325, 0.075, -0.4282, -1.184, -2.1229, -0.6604, -0.5715, 0.0671, 0.4661, -0.6262, 1.358, -0.1997, 0.6138, -1.4738, 0.2, 0.5993, 0.0649, -1.0526, -0.0876, 1.4082, 0.1877, -0.6, -0.5336, -2.1897, -1.0361, 1.0321]"
SIG-0098,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 98: detected in p2p channel with high confidence.,medium,3679,2026-02-15,2024-06-20,"[-1.5855, -0.5902, -0.9458, -1.1711, 1.2156, -0.2252, 1.1621, -0.5749, 2.1068, -0.8316, -0.025, 0.1433, 0.6123, 0.9586, 0.4277, 0.7701, -0.6324, -0.3429, -0.2269, 1.3649, -0.6203, 0.6367, 1.2458, 0.3382, -1.4314, 0.1568, -0.5693, 0.3045, 0.4811, -0.5672, -0.359, 1.202, -1.3362, -0.5321, -1.1329, 0.8293, -0.0951, 0.2387, 1.1077, 0.7461, -1.0913, 0.5878, 0.7227, -0.4261, 0.7064, 2.5404, 0.7362, 0.7686, -1.0259, 0.9233, -1.1174, -0.8126, -1.6334, -0.6169, 1.3795, 0.0325, 0.1825, 0.3907, -0.8092, 1.9978, -0.8645, 1.77, -0.0122, 0.8745]"
SIG-0099,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 99: detected in p2p channel with medium confidence.,high,4141,2025-12-20,2024-12-15,"[0.1943, -1.4908, -0.8985, 0.2381, 1.0574, -1.2789, -0.7718, 0.0677, -0.5664, -0.6624, 1.2015, 0.9309, 0.3714, -0.4683, 0.3173, 0.493, -1.2037, 0.0832, 0.0723, -0.4627, -0.5157, 0.0685, 0.1521, 0.896, 0.8823, 1.1922, -0.0975, 0.5281, 0.285, -1.0824, 1.0486, -0.492, 0.9354, 0.2403, 1.1771, -0.3564, -0.813, 0.4943, 1.088, 0.086, -0.6647, 0.6236, 1.0173, -0.8778, 0.0602, 0.0078, -1.541, 1.2521, -0.2623, -1.5027, -0.9029, 0.6043, 0.7786, 1.1621, 0.3226, -0.7969, -0.6852, -0.3343, -1.4053, 0.7556, -0.4027, -1.5002, 1.2361, -1.371]"
SIG-0100,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 100: detected in wire channel with medium confidence.,high,4009,2026-01-16,2024-12-02,"[0.3646, 0.271, 1.0083, -0.9181, -0.5831, -0.633, -2.0086, -1.1763, 0.9948, -0.7951, -1.6032, 1.5004, 0.3745, -0.2263, 0.0538, -1.4699, 0.2776, 0.9826, -2.1876, 1.8601, -0.9998, 1.3191, -0.5241, 0.4002, 0.5086, 0.8529, 0.7533, -0.0165, -0.6349, 0.1153, 0.1678, 0.9509, -0.7571, 1.4244, 1.2259, 0.8988, 2.0635, 0.1404, -0.8383, -1.0277, 0.0384, -0.1777, 1.0689, 0.3296, -0.7538, -0.155, 1.0868, 0.8068, -0.4853, -2.3238, 0.3672, -0.2249, -0.2993, -0.2761, 1.3627, -0.4038, 2.6916, -0.1616, -1.696, 2.396, 0.3172, -0.3941, -0.2767, -0.5004]"
SIG-0101,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 101: detected in p2p channel with high confidence.,medium,1103,2026-02-16,2025-05-23,"[0.5246, 1.2667, -0.4773, 0.6204, -0.8516, -0.8959, -1.7223, 1.2284, -1.0666, 0.1229, 1.4395, 0.2767, -0.8361, -1.8952, 0.5863, 0.7478, 0.7968, -0.7919, -2.3343, -0.1572, -1.3843, 0.0529, 1.1822, -0.3113, 0.6155, -1.0121, -1.8897, 0.8077, -0.9074, -1.0519, 0.7151, 0.6982, -0.0077, -0.2368, -0.1588, -1.0051, -1.3657, -0.7937, -0.9705, -0.3536, 0.9128, -0.4201, 0.3939, -0.1334, -0.0683, -0.5501, -0.1936, 0.2185, 0.2466, 1.0614, 0.3507, -0.689, -0.7325, -0.975, -1.1041, -1.338, -1.3166, -1.0991, -1.614, 1.1615, 0.5321, 0.6942, 1.4936, 2.0956]"
SIG-0102,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 102: detected in international channel with medium confidence.,critical,1999,2026-02-07,2025-01-27,"[0.1137, -0.9093, -1.6804, 0.3131, -0.6557, -0.7725, 0.5701, 1.7689, -1.6102, 0.193, 0.1951, 1.1986, 1.3332, -0.8284, -0.007, -0.8985, -1.1421, -0.1296, -1.83, -1.1454, -1.0333, 0.2795, 1.1321, 2.3015, 0.389, -0.9851, -1.5898, -0.997, 0.2693, 0.8856, 0.6944, 0.3089, -0.4278, -1.1173, -1.0637, 1.231, -1.4395, -1.0836, -0.8088, 1.6236, 0.3973, 0.7857, 1.3111, 1.1812, 0.8597, 0.0442, 0.2893, -0.5713, -1.4318, -0.3664, -0.5819, 0.9961, 0.0878, 1.3488, -1.0197, 0.0611, -0.0167, 1.4369, 0.9553, -0.5973, 1.1679, 0.0783, 0.1798, 1.386]"
SIG-0103,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 103: detected in p2p channel with high confidence.,high,3752,2026-02-09,2025-10-08,"[0.5379, 0.1595, -2.7534, 1.0642, 0.1335, -0.797, -0.0744, -1.2601, 0.0825, 1.5128, -0.3772, -0.2683, 0.1076, 0.6203, 0.7767, -0.9646, -0.3771, 0.5124, -0.0767, 0.3441, -1.0274, 0.5494, -0.52, -1.5395, 0.3006, 1.2282, -0.2882, -1.2329, -2.2701, -0.7609, -0.281, 0.7351, 0.7356, -0.0104, 1.2479, 1.0642, 0.3447, -0.0145, 0.328, -0.6014, -0.0521, 0.9041, -0.5111, -0.1837, -0.8502, 0.8696, 1.0352, 0.9622, -2.5534, -1.5527, -0.5073, -0.2802, 0.5843, 2.7048, -0.3007, 0.504, -0.9514, 0.8338, 0.367, -1.1261, -1.1094, 2.4519, 0.5851, 0.4115]"
SIG-0104,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 104: detected in international channel with high confidence.,high,1974,2025-12-18,2024-03-20,"[0.4076, 0.8902, 0.0272, -0.7567, -1.2467, 0.7116, 0.9583, 0.3249, 0.5138, -0.6487, 1.671, 0.011, 0.4111, -0.8272, -0.9278, -0.9672, 0.1571, 0.5378, 0.4413, 0.4288, 1.409, 0.6963, 1.4674, 0.2411, 1.518, 0.4752, 1.7575, 0.9862, -0.3699, 1.4356, 1.3902, 1.0953, -0.5319, -0.6629, -0.9245, -0.277, 0.6253, 1.2435, 0.8002, 0.3889, -0.4203, -0.3403, -0.232, 0.9148, 0.36, -1.6705, -0.6784, -1.0372, 0.7581, -0.8846, -1.524, -0.1354, 0.1874, 1.2829, -0.4769, -0.5699, -0.6523, 0.1888, -0.3008, -0.3597, 0.9167, -0.3487, -0.4132, -0.186]"
SIG-0105,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 105: detected in p2p channel with medium confidence.,medium,4901,2026-02-22,2025-11-18,"[-1.1721, 0.5066, -0.2024, -0.4154, -0.7159, 0.4292, 1.3944, -0.083, -1.1574, -1.1735, -0.4939, -0.8681, 0.3753, -0.6596, -0.0606, -1.9947, -0.434, -0.2027, -0.6868, -0.4506, -0.1302, -2.5502, -0.335, 0.6224, 0.1436, -1.0536, 1.5579, -0.9592, 1.2035, -0.101, 0.119, -0.2861, -1.444, 0.8026, 0.4438, 0.775, 0.511, -0.4681, 0.1838, -1.6706, 0.524, 0.2878, 1.0175, -0.7636, 0.5706, 0.1425, -0.255, -0.4009, -0.4772, 0.3559, 0.7159, 0.6694, -2.0169, -0.9363, 1.7202, 1.2756, 0.2908, -0.2244, -0.7167, 0.0507, -0.2258, 0.1496, -0.372, -0.1237]"
SIG-0106,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 106: detected in p2p channel with high confidence.,high,3340,2026-01-07,2025-03-10,"[0.3277, 1.2601, -1.0003, -1.6835, -0.3439, 1.1403, -0.7116, -0.6238, -0.2063, 0.6452, -0.8768, -0.1675, -0.2488, -1.2631, -2.0379, -0.173, -0.8466, 0.8777, -2.1568, 0.1715, 1.6514, -0.8312, 1.0246, -1.4, -1.1208, -0.2922, -0.1913, -0.3127, 0.57, -0.5727, -0.7762, 0.3819, 0.3999, 1.1873, 0.7325, -1.3234, -0.7405, -0.6293, 0.7425, 0.1537, 0.4099, -2.2976, -0.3196, 0.5035, -0.6247, 0.6055, 0.2673, 0.3032, 1.0825, 1.6701, 1.2663, 1.1882, -1.2344, 0.857, 1.1915, -0.0256, 0.0256, -1.5385, -0.1239, 0.666, 0.1692, -1.2602, -0.9325, -0.5382]"
SIG-0107,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 107: detected in p2p channel with high confidence.,high,2772,2025-12-14,2025-02-25,"[1.335, -0.6325, 0.5016, 0.1875, 0.5281, 1.0355, -1.1083, 1.0816, 0.479, 0.1594, 1.9196, -0.233, 0.6459, 0.3042, -0.0499, -1.5371, -0.3698, -0.9093, -1.7446, -0.5396, -0.2333, 0.5053, -0.1474, -0.5676, 0.5684, 2.2639, 0.8936, -0.799, 2.4602, 0.9725, -1.0964, 1.013, -1.3896, 0.4312, 0.1603, 0.5186, 2.4157, 0.9174, 1.7174, 0.8643, 0.1767, -1.6921, -0.349, -2.8968, 0.0397, -1.0451, -0.9675, 0.1695, 0.7725, 1.4326, -0.995, 1.9919, -0.1863, 0.8424, -0.7846, 0.998, 1.1172, 1.3327, 1.1714, 1.101, 0.0677, -0.6449, -1.6908, 1.1588]"
SIG-0108,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 108: detected in wire channel with high confidence.,high,3747,2026-01-18,2025-02-05,"[1.5153, -0.1764, -0.4165, 0.8253, -0.6123, -0.7063, -1.6596, 0.6199, 0.2473, 0.333, 0.1438, -0.8123, -1.2688, 0.5857, 0.4547, -0.9867, -0.1275, 0.4585, 1.7811, 1.4165, -0.3985, -0.5586, -0.359, -0.4772, -0.5813, -0.8441, -0.7087, 0.7274, -0.3711, 0.2823, -0.1028, 0.8034, -2.2677, -0.1122, 0.7559, -0.404, 0.4329, 1.7059, -0.0066, 1.5803, 0.7991, 0.1326, 0.2103, -1.4527, 2.6174, -1.0597, -0.1645, -0.5563, -0.5241, -0.2465, -1.2459, 0.5422, 0.1079, 0.525, 0.0534, -0.7614, 0.2515, 0.115, -2.1178, -0.5558, 0.5588, 0.7941, -0.2422, -0.6428]"
SIG-0109,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 109: detected in wire channel with medium confidence.,medium,4699,2026-01-11,2025-02-24,"[0.3504, 1.3072, -2.7337, -0.0, 0.1908, -1.5613, 0.8404, 1.7849, 0.6201, 1.2832, -0.7339, -2.0499, 1.2032, -0.7852, -2.0179, 0.2318, 0.1735, 0.5637, -1.0573, -1.0754, 0.8009, -0.355, -0.9873, -0.2507, -0.2105, -1.9868, 0.3505, 0.4107, -0.702, 0.6991, 1.0084, 0.5562, -0.7837, 0.5071, 1.0767, -1.548, -0.4787, 0.3382, -0.8751, -0.2605, -0.5828, -0.0851, -1.3916, 0.8386, -2.1025, 1.1943, -2.5987, 0.9256, -0.8378, -0.5508, -2.013, -0.3989, -0.7048, -0.8133, 0.0225, 0.7888, 0.1477, -0.7798, -1.7986, -0.3522, -0.022, 0.0279, 0.5676, -0.736]"
SIG-0110,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 110: detected in international channel with high confidence.,high,343,2026-02-09,2024-09-20,"[-2.159, -0.0416, -0.9692, 1.0344, -0.38, -0.6892, -0.8914, 0.5071, -1.5192, 1.4459, -0.9758, 0.4292, 0.2199, 0.0476, -1.084, 1.6723, -1.1531, -1.22, -1.1733, -1.5016, 1.4825, 0.91, 0.8896, 0.1735, -1.2486, -0.3479, 0.6206, 0.4929, 0.7324, -0.0615, 0.4284, -0.241, 1.136, -0.3533, -0.1407, -0.1004, -0.3199, 1.959, -0.7432, 0.0327, -1.4678, -0.2695, 0.7807, 0.3096, 1.2062, -0.8605, 0.9491, -0.4604, -0.5074, 0.4267, -1.0278, -0.4614, -0.1006, -1.8083, -1.2091, -0.3774, 0.7731, -0.6987, -0.7852, -0.1443, -0.4898, 0.2443, -1.0559, -1.0027]"
SIG-0111,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 111: detected in p2p channel with high confidence.,high,709,2026-03-03,2025-04-14,"[-0.6966, -1.0465, -0.3952, -0.3021, -0.8727, 1.0589, -0.1679, -0.4361, 2.1012, -1.2353, -0.9706, -0.5434, -2.4371, -0.2108, -0.7263, -0.0381, -0.6696, -2.0677, 0.5681, -1.5433, 0.9417, -0.7585, -1.1508, -0.279, -1.7896, -0.4774, 1.949, 1.1847, -1.175, -0.6187, -0.2784, 0.6617, 1.8208, -0.8971, 1.0906, 0.2765, 1.0299, -0.8709, 0.1631, -1.0851, -0.545, 1.5297, 0.0234, -0.1471, -2.83, 1.0659, 1.7389, -0.6735, 0.2506, -0.1067, -0.6615, 0.0426, 0.4675, 0.9548, -0.3142, 1.4989, 1.4764, 1.5776, 0.5812, 0.0126, -0.0501, 1.494, 0.7692, -0.5635]"
SIG-0112,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 112: detected in international channel with medium confidence.,high,2132,2026-02-22,2025-10-07,"[-0.3181, 0.5467, -0.5913, 2.6695, 1.8829, 1.0434, 0.4929, 2.1308, -1.4211, -0.2268, 1.3808, -0.4081, 2.4994, 0.6437, -1.0367, 0.5021, -1.131, 0.6758, -0.1587, 1.4816, -1.2038, 0.3195, -0.8352, -0.1151, 1.1939, 1.0961, -0.9785, -2.3618, 1.0567, -0.6815, -0.1798, -1.3617, 0.2284, 0.1494, -1.2483, -1.7043, -0.268, 0.7984, 0.2585, 0.085, 0.4481, -1.2651, 1.1139, 1.8659, -1.0253, 1.7673, 0.0783, -0.7219, 0.8503, -1.128, -0.1423, -1.6707, -0.8761, 0.299, -0.9519, -1.0303, -0.6916, 0.515, 2.3181, -0.3777, 2.2492, 0.8614, 0.5854, -0.6611]"
SIG-0113,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 113: detected in atm channel with high confidence.,medium,93,2026-01-09,2025-08-10,"[0.7671, 0.6707, -0.256, -0.3949, -0.8877, 0.9169, -1.865, 1.1825, -0.4253, -1.4506, -0.8597, -0.3482, 0.4094, 0.615, -0.5625, 1.4101, 0.2003, -0.475, 0.5121, -0.2759, 1.423, -0.9109, 1.855, 0.5447, -0.3108, 1.4644, 0.3467, -1.738, -0.41, 1.3602, 0.396, 0.7231, -1.1621, 0.6578, -0.3255, 0.9646, 0.8085, -0.6091, -1.9847, -0.1301, 0.8754, 0.7026, 0.074, -0.8198, 0.6766, 0.1305, -0.7653, 0.5818, 0.2603, -1.406, -0.17, -0.8153, -0.9263, 0.8076, 0.6737, 1.0646, 0.9224, 2.5213, 1.8576, 0.9668, -0.985, 0.3961, -1.7859, 1.443]"
SIG-0114,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 114: detected in atm channel with medium confidence.,high,4876,2026-01-06,2025-06-05,"[-0.6684, 1.2408, -0.614, -0.7152, -0.2311, -0.209, 0.502, 1.1302, -0.3586, -1.3498, 0.1887, -0.4112, -0.2596, -0.3313, 2.65, -0.7536, -0.028, -0.5074, 1.2137, 1.0216, 0.9637, 1.3524, -1.0907, 0.7369, 0.0552, -0.4359, 0.4319, 0.3129, 0.6513, 1.9564, -0.6766, 0.5434, -0.3148, 1.4078, -0.5011, 1.1486, 1.2004, 1.9722, -0.1803, 0.0044, 0.0148, -0.7688, 1.4162, -1.2291, 1.56, 2.1762, 2.0419, 0.4786, 0.7967, 1.2272, -0.6337, -1.0419, -0.9194, -1.4598, 0.3316, 1.3315, 2.034, -1.2393, -0.5639, -1.2943, 0.3498, 1.1046, -0.3347, 0.6127]"
SIG-0115,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 115: detected in p2p channel with medium confidence.,medium,1757,2026-01-25,2024-08-06,"[1.2379, -1.3681, 0.2885, 0.8753, -0.4235, -1.0809, 0.2129, -0.8605, -1.2247, 1.8772, -0.3227, -0.5183, 0.0852, -0.5538, 0.3662, -1.1526, -0.8262, -0.1705, -0.4458, 1.5088, -1.0064, 0.4654, 0.0112, -0.3562, -0.5996, 0.5051, 1.3629, 0.8556, -0.3018, -0.5064, 0.7858, -0.7054, -0.8811, 1.1273, 1.2077, -0.223, 0.1542, -0.055, 0.6111, -0.2831, -0.2823, -0.3799, -0.9578, -0.4998, -0.3522, 0.1662, 1.0071, -1.1837, -0.104, 0.1744, -0.4806, -1.4078, 2.3537, 0.4082, 0.3595, -0.6101, -1.0516, 0.1501, -0.1122, 0.2142, 0.2784, -0.1613, 0.3199, -2.5127]"
SIG-0116,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 116: detected in retail channel with high confidence.,critical,1340,2026-02-22,2025-09-13,"[-0.1634, 0.086, 0.8766, -0.8244, -0.1227, 0.7837, 0.5712, 1.6547, -1.0567, -0.0504, -2.0489, -0.8631, -0.4549, 0.3715, 1.0854, -0.4149, -0.4405, 1.0749, 0.3278, 0.2082, -0.4857, -2.1365, 2.0459, 0.075, -3.0001, 0.5699, 0.0589, 0.7281, 0.1566, 1.8154, 0.043, -0.459, 0.1776, 0.0174, -0.0069, -0.1331, 0.243, -0.0366, 1.503, -0.5658, -0.4792, 0.8078, 1.4448, 0.4981, -0.7645, 1.8167, -0.7974, -0.8636, -1.3933, -0.7109, -0.1992, -0.1522, 0.0856, -0.9552, 1.1848, 1.481, 0.4224, 0.1984, -0.7893, 0.5744, 0.1208, 0.154, -0.2911, 0.7734]"
SIG-0117,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 117: detected in international channel with high confidence.,medium,4436,2026-02-28,2025-10-02,"[0.4275, -0.2518, 0.339, 1.5723, 0.0497, 1.1224, -0.7405, 1.8291, 0.9461, -0.3956, 0.1053, -0.3973, -0.3097, 0.1413, -0.9936, 1.8924, 0.0746, 1.0701, -0.2251, -0.0153, 0.5275, 0.6843, 0.4372, -0.707, -0.8068, -0.336, 0.1649, 0.744, -0.8667, -0.2124, 1.6346, -0.4095, 1.3219, 1.3901, 0.3708, -2.2748, -0.4167, 0.3971, 1.1528, 0.5283, 0.7405, 0.1403, 1.0994, 1.4497, 0.5539, -0.6802, 0.0298, 0.0468, 0.9654, -0.5002, 1.1703, -1.2439, 0.2767, -1.0396, -0.4638, 1.0087, -0.4611, 0.2989, -0.2718, 0.6151, 0.5651, -2.4121, 0.4431, -0.0628]"
SIG-0118,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 118: detected in retail channel with medium confidence.,medium,4169,2026-02-09,2025-07-09,"[-0.3994, -0.8112, -1.355, -0.6262, -0.9152, -1.3161, 0.6069, 0.7064, -0.9822, -0.2343, 0.6786, -1.2396, 0.2793, -2.5309, 1.9382, 1.1426, 0.0437, -0.0301, 0.184, -0.3691, 0.0003, -2.4526, 0.4865, 0.5007, 0.1364, -2.2121, -1.4802, -0.3974, -0.0251, -0.5818, -1.1013, -0.549, 0.2916, 1.1278, 0.2322, 0.2147, -0.2316, 0.1709, -1.5878, 0.2539, -0.3708, -1.0944, 1.7284, -1.4682, 0.6594, -1.1112, -1.1417, 0.5874, -0.9486, -0.3152, 0.2261, 2.0597, -1.3432, 0.2408, 1.2415, -0.281, 0.7306, -0.9126, -1.3008, -0.0876, 0.0233, -0.0652, 1.2568, 0.7082]"
SIG-0119,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 119: detected in wire channel with medium confidence.,high,2217,2026-01-25,2024-12-08,"[0.2474, -0.092, -0.9212, 0.5603, 1.3119, -0.5307, -0.5541, 1.1834, 0.566, -0.6586, -0.5267, -0.7503, 1.2797, -1.6903, -0.856, -1.6215, 1.2409, -0.3755, -1.5055, -0.1793, -0.7845, -0.8343, -0.474, 1.4266, 1.5665, 0.6366, 0.9188, -0.1491, -0.0862, 1.2867, -0.1612, 0.1138, -0.0539, 2.3767, 1.1652, 1.1798, 1.2086, 0.6414, -0.8174, -2.0655, -2.169, -1.0226, -0.1622, 0.3337, 0.3531, -0.8476, 0.4564, 0.8708, -0.2541, -1.563, 0.608, 0.5463, -0.1256, -0.1009, -0.8922, 0.8393, 0.1782, -1.433, 0.7832, -0.2737, -0.973, 0.957, 0.5998, 0.619]"
SIG-0120,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 120: detected in wire channel with high confidence.,high,38,2025-12-27,2024-04-09,"[1.3391, 0.1727, 0.8263, -2.608, 0.8517, -0.0449, 0.6227, 1.5076, 0.7243, -2.1375, -0.8265, 0.4437, -1.1106, 0.8468, 0.0132, -1.5558, 0.1312, 1.5811, -1.3362, 0.593, -0.2542, -0.0639, 1.2103, 1.407, -1.4218, -2.3555, -0.1543, -0.2504, -1.2304, 1.0915, -0.3941, 0.7145, -0.5055, 1.4342, 0.9865, 0.5588, -0.6919, -0.0296, 0.0832, -1.7469, -0.4454, -1.2908, -0.5538, 0.0347, 0.5315, -0.6286, -0.8422, -0.6096, -0.0729, -0.0446, 0.7561, 1.6189, 1.1903, -0.0774, -0.7988, 0.5493, 0.7537, -0.5748, -1.2415, -0.3411, 2.1031, -0.0646, 0.7039, -0.8189]"
